study,qid,display_index,page,set_id,cooldown_block,condition,condition_label,expected_accent,source_index,audio,audio_filename,selected_source_path,selected_item_id,selected_method,selected_direction,selected_source_accent,selected_target_accent,selected_source_speaker_id,selected_utterance_id,selected_target_ref_id,selected_phonos_run,selected_accent_pred_label,selected_expected_tgt_label,selected_recall_tgt_hit,selected_nisqa_mos
accent/spanish,Q010,10,2,2,1,seedvc_ame2spn,SeedVC converted: American to Spanish-accented English,Spanish-accented English,1,audio/Q010__seedvc_ame2spn__src01.wav,Q010__seedvc_ame2spn__src01.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2spn/EBVS/6345/6345-93306-0014.wav,seedvc::ame2spn::EBVS::6345::6345-93306-0014,seedvc,ame2spn,ame,spn,6345,6345-93306-0014,EBVS,,,,,
accent/spanish,Q011,11,3,3,1,phonos_spn2ame,PHONOS converted: Spanish-accented English to American,American,6,audio/Q011__phonos_spn2ame__src06.wav,Q011__phonos_spn2ame__src06.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/spn2ame/SLT/EN_M2k6z3pvjzY_SPEAKER_07/EN_M2k6z3pvjzY_W000309_0001.wav,phonos::spn2ame::SLT::EN_M2k6z3pvjzY_W000309_0001,PHONOS,spn2ame,spanish,american,EN_M2k6z3pvjzY_SPEAKER_07,EN_M2k6z3pvjzY_W000309_0001,SLT,full,north_american,north_american,1,4.9043107
accent/spanish,Q012,12,3,3,1,seedvc_ame2spn,SeedVC converted: American to Spanish-accented English,Spanish-accented English,2,audio/Q012__seedvc_ame2spn__src02.wav,Q012__seedvc_ame2spn__src02.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2spn/MBMPS/8555/8555-292519-0013.wav,seedvc::ame2spn::MBMPS::8555::8555-292519-0013,seedvc,ame2spn,ame,spn,8555,8555-292519-0013,MBMPS,,,,,
accent/spanish,Q013,13,3,3,1,gt_american,Original American samples,American,2,audio/Q013__gt_american__src02.wav,Q013__gt_american__src02.wav,/data/waris/code/PHONOSv2/evaluation/final/american/8297/wav/8297-275154-0000.wav,gt::american::8297-275154-0000,original,reference,american,american,8297,8297-275154-0000,,,,,,
accent/spanish,Q014,14,3,3,1,phonos_ame2spn,PHONOS converted: American to Spanish-accented English,Spanish-accented English,4,audio/Q014__phonos_ame2spn__src04.wav,Q014__phonos_ame2spn__src04.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/ame2spn/EBVS/6930/6930-76324-0010.wav,phonos::ame2spn::EBVS::6930-76324-0010,PHONOS,ame2spn,american,spanish,6930,6930-76324-0010,EBVS,full,spanish,spanish,1,4.2845654
accent/spanish,Q015,15,3,3,1,gt_american,Original American samples,American,3,audio/Q015__gt_american__src03.wav,Q015__gt_american__src03.wav,/data/waris/code/PHONOSv2/evaluation/final/american/2035/wav/2035-147961-0018.wav,gt::american::2035-147961-0018,original,reference,american,american,2035,2035-147961-0018,,,,,,
accent/spanish,Q016,16,4,4,2,gt_american,Original American samples,American,4,audio/Q016__gt_american__src04.wav,Q016__gt_american__src04.wav,/data/waris/code/PHONOSv2/evaluation/final/american/3752/wav/3752-4944-0062.wav,gt::american::3752-4944-0062,original,reference,american,american,3752,3752-4944-0062,,,,,,
accent/spanish,Q017,17,4,4,2,gt_american,Original American samples,American,5,audio/Q017__gt_american__src05.wav,Q017__gt_american__src05.wav,/data/waris/code/PHONOSv2/evaluation/final/american/2277/wav/2277-149897-0034.wav,gt::american::2277-149897-0034,original,reference,american,american,2277,2277-149897-0034,,,,,,
accent/spanish,Q018,18,4,4,2,seedvc_ame2spn,SeedVC converted: American to Spanish-accented English,Spanish-accented English,3,audio/Q018__seedvc_ame2spn__src03.wav,Q018__seedvc_ame2spn__src03.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2spn/NJS/5694/5694-64038-0004.wav,seedvc::ame2spn::NJS::5694::5694-64038-0004,seedvc,ame2spn,ame,spn,5694,5694-64038-0004,NJS,,,,,
accent/spanish,Q019,19,4,4,2,gt_spanish,Original Spanish-accented English samples,Spanish-accented English,1,audio/Q019__gt_spanish__src01.wav,Q019__gt_spanish__src01.wav,/data/waris/code/PHONOSv2/evaluation/final/spanish/EN_poy7OkqGBG0_SPEAKER_01/wav/EN_poy7OkqGBG0_W000134.wav,gt::spanish::EN_poy7OkqGBG0_W000134,original,reference,spanish,spanish,EN_poy7OkqGBG0_SPEAKER_01,EN_poy7OkqGBG0_W000134,,,,,,
accent/spanish,Q020,20,4,4,2,seedvc_spn2ame,SeedVC converted: Spanish-accented English to American,American,1,audio/Q020__seedvc_spn2ame__src01.wav,Q020__seedvc_spn2ame__src01.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/spn2ame/SLT/EN_jo35hfKTkvc_SPEAKER_00/EN_jo35hfKTkvc_W000003.wav,seedvc::spn2ame::SLT::EN_jo35hfKTkvc_SPEAKER_00::EN_jo35hfKTkvc_W000003,seedvc,spn2ame,spn,ame,EN_jo35hfKTkvc_SPEAKER_00,EN_jo35hfKTkvc_W000003,SLT,,,,,
accent/spanish,Q021,21,5,5,2,seedvc_spn2ame,SeedVC converted: Spanish-accented English to American,American,2,audio/Q021__seedvc_spn2ame__src02.wav,Q021__seedvc_spn2ame__src02.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/spn2ame/BDL/EN_xHHTlxYqRs4_SPEAKER_00/EN_xHHTlxYqRs4_W000006.wav,seedvc::spn2ame::BDL::EN_xHHTlxYqRs4_SPEAKER_00::EN_xHHTlxYqRs4_W000006,seedvc,spn2ame,spn,ame,EN_xHHTlxYqRs4_SPEAKER_00,EN_xHHTlxYqRs4_W000006,BDL,,,,,
accent/spanish,Q022,22,5,5,2,gt_american,Original American samples,American,6,audio/Q022__gt_american__src06.wav,Q022__gt_american__src06.wav,/data/waris/code/PHONOSv2/evaluation/final/american/4507/wav/4507-16021-0008.wav,gt::american::4507-16021-0008,original,reference,american,american,4507,4507-16021-0008,,,,,,
accent/spanish,Q023,23,5,5,2,seedvc_spn2ame,SeedVC converted: Spanish-accented English to American,American,3,audio/Q023__seedvc_spn2ame__src03.wav,Q023__seedvc_spn2ame__src03.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/spn2ame/CLB/EN_iJ7RZr1_jwU_SPEAKER_00/EN_iJ7RZr1_jwU_W000000_0000.wav,seedvc::spn2ame::CLB::EN_iJ7RZr1_jwU_SPEAKER_00::EN_iJ7RZr1_jwU_W000000_0000,seedvc,spn2ame,spn,ame,EN_iJ7RZr1_jwU_SPEAKER_00,EN_iJ7RZr1_jwU_W000000_0000,CLB,,,,,
accent/spanish,Q024,24,5,5,2,seedvc_spn2ame,SeedVC converted: Spanish-accented English to American,American,4,audio/Q024__seedvc_spn2ame__src04.wav,Q024__seedvc_spn2ame__src04.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/spn2ame/BDL/EN_9BgOfz9MHd8_SPEAKER_07/EN_9BgOfz9MHd8_W000351_0001.wav,seedvc::spn2ame::BDL::EN_9BgOfz9MHd8_SPEAKER_07::EN_9BgOfz9MHd8_W000351_0001,seedvc,spn2ame,spn,ame,EN_9BgOfz9MHd8_SPEAKER_07,EN_9BgOfz9MHd8_W000351_0001,BDL,,,,,
accent/spanish,Q025,25,5,5,2,seedvc_ame2spn,SeedVC converted: American to Spanish-accented English,Spanish-accented English,4,audio/Q025__seedvc_ame2spn__src04.wav,Q025__seedvc_ame2spn__src04.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2spn/MBMPS/4446/4446-2271-0018.wav,seedvc::ame2spn::MBMPS::4446::4446-2271-0018,seedvc,ame2spn,ame,spn,4446,4446-2271-0018,MBMPS,,,,,
accent/spanish,Q026,26,6,6,2,phonos_ame2spn,PHONOS converted: American to Spanish-accented English,Spanish-accented English,5,audio/Q026__phonos_ame2spn__src05.wav,Q026__phonos_ame2spn__src05.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/ame2spn/EBVS/5895/5895-34629-0018.wav,phonos::ame2spn::EBVS::5895-34629-0018,PHONOS,ame2spn,american,spanish,5895,5895-34629-0018,EBVS,full,spanish,spanish,1,4.2279916
accent/spanish,Q027,27,6,6,2,gt_spanish,Original Spanish-accented English samples,Spanish-accented English,2,audio/Q027__gt_spanish__src02.wav,Q027__gt_spanish__src02.wav,/data/waris/code/PHONOSv2/evaluation/final/spanish/EDACC-C27-B/wav/EDACC-C27-120.wav,gt::spanish::EDACC-C27-120,original,reference,spanish,spanish,EDACC-C27-B,EDACC-C27-120,,,,,,
accent/spanish,Q028,28,6,6,2,gt_spanish,Original Spanish-accented English samples,Spanish-accented English,3,audio/Q028__gt_spanish__src03.wav,Q028__gt_spanish__src03.wav,/data/waris/code/PHONOSv2/evaluation/final/spanish/EN_7vGQLMaLmcQ_SPEAKER_00/wav/EN_7vGQLMaLmcQ_W000022_0003.wav,gt::spanish::EN_7vGQLMaLmcQ_W000022_0003,original,reference,spanish,spanish,EN_7vGQLMaLmcQ_SPEAKER_00,EN_7vGQLMaLmcQ_W000022_0003,,,,,,
accent/spanish,Q029,29,6,6,2,gt_spanish,Original Spanish-accented English samples,Spanish-accented English,4,audio/Q029__gt_spanish__src04.wav,Q029__gt_spanish__src04.wav,/data/waris/code/PHONOSv2/evaluation/final/spanish/EN_K-AjGFxKPgk_SPEAKER_00/wav/EN_K-AjGFxKPgk_W000009.wav,gt::spanish::EN_K-AjGFxKPgk_W000009,original,reference,spanish,spanish,EN_K-AjGFxKPgk_SPEAKER_00,EN_K-AjGFxKPgk_W000009,,,,,,
accent/spanish,Q030,30,6,6,2,phonos_ame2spn,PHONOS converted: American to Spanish-accented English,Spanish-accented English,6,audio/Q030__phonos_ame2spn__src06.wav,Q030__phonos_ame2spn__src06.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/ame2spn/EBVS/777/777-126732-0010.wav,phonos::ame2spn::EBVS::777-126732-0010,PHONOS,ame2spn,american,spanish,777,777-126732-0010,EBVS,full,spanish,spanish,1,4.337898
accent/spanish,Q031,31,7,7,3,gt_american,Original American samples,American,7,audio/Q031__gt_american__src07.wav,Q031__gt_american__src07.wav,/data/waris/code/PHONOSv2/evaluation/final/american/672/wav/672-122797-0069.wav,gt::american::672-122797-0069,original,reference,american,american,672,672-122797-0069,,,,,,
accent/spanish,Q032,32,7,7,3,seedvc_spn2ame,SeedVC converted: Spanish-accented English to American,American,5,audio/Q032__seedvc_spn2ame__src05.wav,Q032__seedvc_spn2ame__src05.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/spn2ame/BDL/dominican_republic_1/audio-1c53d3ec-39a6-4154-9cce-162226781468-2025-06-15T15_3A09_3A11_clip2.wav,seedvc::spn2ame::BDL::dominican_republic_1::audio-1c53d3ec-39a6-4154-9cce-162226781468-2025-06-15T15_3A09_3A11_clip2,seedvc,spn2ame,spn,ame,dominican_republic_1,audio-1c53d3ec-39a6-4154-9cce-162226781468-2025-06-15T15_3A09_3A11_clip2,BDL,,,,,
accent/spanish,Q033,33,7,7,3,seedvc_ame2spn,SeedVC converted: American to Spanish-accented English,Spanish-accented English,5,audio/Q033__seedvc_ame2spn__src05.wav,Q033__seedvc_ame2spn__src05.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2spn/EBVS/7176/7176-92135-0037.wav,seedvc::ame2spn::EBVS::7176::7176-92135-0037,seedvc,ame2spn,ame,spn,7176,7176-92135-0037,EBVS,,,,,
accent/spanish,Q034,34,7,7,3,phonos_ame2spn,PHONOS converted: American to Spanish-accented English,Spanish-accented English,7,audio/Q034__phonos_ame2spn__src07.wav,Q034__phonos_ame2spn__src07.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/ame2spn/EBVS/7127/7127-75947-0005.wav,phonos::ame2spn::EBVS::7127-75947-0005,PHONOS,ame2spn,american,spanish,7127,7127-75947-0005,EBVS,full,spanish,spanish,1,4.4781
accent/spanish,Q035,35,7,7,3,phonos_spn2ame,PHONOS converted: Spanish-accented English to American,American,7,audio/Q035__phonos_spn2ame__src07.wav,Q035__phonos_spn2ame__src07.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full_r1/spn2ame/SLT/EN_jo35hfKTkvc_SPEAKER_00/EN_jo35hfKTkvc_W000020.wav,phonos::spn2ame::SLT::EN_jo35hfKTkvc_W000020,PHONOS,spn2ame,spanish,american,EN_jo35hfKTkvc_SPEAKER_00,EN_jo35hfKTkvc_W000020,SLT,full_r1,north_american,north_american,1,4.838929
accent/spanish,Q036,36,8,8,3,gt_american,Original American samples,American,8,audio/Q036__gt_american__src08.wav,Q036__gt_american__src08.wav,/data/waris/code/PHONOSv2/evaluation/final/american/2428/wav/2428-83705-0039.wav,gt::american::2428-83705-0039,original,reference,american,american,2428,2428-83705-0039,,,,,,
accent/spanish,Q037,37,8,8,3,gt_spanish,Original Spanish-accented English samples,Spanish-accented English,5,audio/Q037__gt_spanish__src05.wav,Q037__gt_spanish__src05.wav,/data/waris/code/PHONOSv2/evaluation/final/spanish/EN_2uszKoy3uGM_SPEAKER_08/wav/EN_2uszKoy3uGM_W000035_0000.wav,gt::spanish::EN_2uszKoy3uGM_W000035_0000,original,reference,spanish,spanish,EN_2uszKoy3uGM_SPEAKER_08,EN_2uszKoy3uGM_W000035_0000,,,,,,
accent/spanish,Q038,38,8,8,3,seedvc_ame2spn,SeedVC converted: American to Spanish-accented English,Spanish-accented English,6,audio/Q038__seedvc_ame2spn__src06.wav,Q038__seedvc_ame2spn__src06.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2spn/ERMS/260/260-123286-0028.wav,seedvc::ame2spn::ERMS::260::260-123286-0028,seedvc,ame2spn,ame,spn,260,260-123286-0028,ERMS,,,,,
accent/spanish,Q039,39,8,8,3,seedvc_ame2spn,SeedVC converted: American to Spanish-accented English,Spanish-accented English,7,audio/Q039__seedvc_ame2spn__src07.wav,Q039__seedvc_ame2spn__src07.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2spn/EBVS/652/652-130726-0002.wav,seedvc::ame2spn::EBVS::652::652-130726-0002,seedvc,ame2spn,ame,spn,652,652-130726-0002,EBVS,,,,,
accent/spanish,Q040,40,8,8,3,gt_spanish,Original Spanish-accented English samples,Spanish-accented English,6,audio/Q040__gt_spanish__src06.wav,Q040__gt_spanish__src06.wav,/data/waris/code/PHONOSv2/evaluation/final/spanish/EN_PfrKGJNLySY_SPEAKER_00/wav/EN_PfrKGJNLySY_W000002_0001.wav,gt::spanish::EN_PfrKGJNLySY_W000002_0001,original,reference,spanish,spanish,EN_PfrKGJNLySY_SPEAKER_00,EN_PfrKGJNLySY_W000002_0001,,,,,,
accent/spanish,Q041,41,9,9,3,seedvc_spn2ame,SeedVC converted: Spanish-accented English to American,American,6,audio/Q041__seedvc_spn2ame__src06.wav,Q041__seedvc_spn2ame__src06.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/spn2ame/RMS/EN_jo35hfKTkvc_SPEAKER_00/EN_jo35hfKTkvc_W000016.wav,seedvc::spn2ame::RMS::EN_jo35hfKTkvc_SPEAKER_00::EN_jo35hfKTkvc_W000016,seedvc,spn2ame,spn,ame,EN_jo35hfKTkvc_SPEAKER_00,EN_jo35hfKTkvc_W000016,RMS,,,,,
accent/spanish,Q042,42,9,9,3,seedvc_ame2spn,SeedVC converted: American to Spanish-accented English,Spanish-accented English,8,audio/Q042__seedvc_ame2spn__src08.wav,Q042__seedvc_ame2spn__src08.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2spn/MBMPS/8463/8463-294828-0015.wav,seedvc::ame2spn::MBMPS::8463::8463-294828-0015,seedvc,ame2spn,ame,spn,8463,8463-294828-0015,MBMPS,,,,,
accent/spanish,Q043,43,9,9,3,seedvc_ame2spn,SeedVC converted: American to Spanish-accented English,Spanish-accented English,9,audio/Q043__seedvc_ame2spn__src09.wav,Q043__seedvc_ame2spn__src09.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2spn/NJS/8555/8555-284447-0013.wav,seedvc::ame2spn::NJS::8555::8555-284447-0013,seedvc,ame2spn,ame,spn,8555,8555-284447-0013,NJS,,,,,
accent/spanish,Q044,44,9,9,3,phonos_spn2ame,PHONOS converted: Spanish-accented English to American,American,8,audio/Q044__phonos_spn2ame__src08.wav,Q044__phonos_spn2ame__src08.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/spn2ame/SLT/EN_M2k6z3pvjzY_SPEAKER_07/EN_M2k6z3pvjzY_W000306_0002.wav,phonos::spn2ame::SLT::EN_M2k6z3pvjzY_W000306_0002,PHONOS,spn2ame,spanish,american,EN_M2k6z3pvjzY_SPEAKER_07,EN_M2k6z3pvjzY_W000306_0002,SLT,full,north_american,north_american,1,4.858129
accent/spanish,Q045,45,9,9,3,phonos_ame2spn,PHONOS converted: American to Spanish-accented English,Spanish-accented English,8,audio/Q045__phonos_ame2spn__src08.wav,Q045__phonos_ame2spn__src08.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full_r1/ame2spn/NJS/652/652-129742-0019.wav,phonos::ame2spn::NJS::652-129742-0019,PHONOS,ame2spn,american,spanish,652,652-129742-0019,NJS,full_r1,spanish,spanish,1,4.214107
accent/spanish,Q046,46,10,10,4,gt_spanish,Original Spanish-accented English samples,Spanish-accented English,7,audio/Q046__gt_spanish__src07.wav,Q046__gt_spanish__src07.wav,/data/waris/code/PHONOSv2/evaluation/final/spanish/EN_mwgdxzuqyuy_SPEAKER_00/wav/EN_mwgdxzuqyuy_W000003_0000.wav,gt::spanish::EN_mwgdxzuqyuy_W000003_0000,original,reference,spanish,spanish,EN_mwgdxzuqyuy_SPEAKER_00,EN_mwgdxzuqyuy_W000003_0000,,,,,,
accent/spanish,Q047,47,10,10,4,gt_spanish,Original Spanish-accented English samples,Spanish-accented English,8,audio/Q047__gt_spanish__src08.wav,Q047__gt_spanish__src08.wav,/data/waris/code/PHONOSv2/evaluation/final/spanish/EN_QtFiwXxCSjy_SPEAKER_00/wav/EN_QtFiwXxCSjy_W000130_0002.wav,gt::spanish::EN_QtFiwXxCSjy_W000130_0002,original,reference,spanish,spanish,EN_QtFiwXxCSjy_SPEAKER_00,EN_QtFiwXxCSjy_W000130_0002,,,,,,
accent/spanish,Q048,48,10,10,4,phonos_ame2spn,PHONOS converted: American to Spanish-accented English,Spanish-accented English,9,audio/Q048__phonos_ame2spn__src09.wav,Q048__phonos_ame2spn__src09.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/ame2spn/EBVS/5338/5338-284437-0019.wav,phonos::ame2spn::EBVS::5338-284437-0019,PHONOS,ame2spn,american,spanish,5338,5338-284437-0019,EBVS,full,spanish,spanish,1,4.1698866
accent/spanish,Q049,49,10,10,4,gt_american,Original American samples,American,9,audio/Q049__gt_american__src09.wav,Q049__gt_american__src09.wav,/data/waris/code/PHONOSv2/evaluation/final/american/1919/wav/1919-142785-0034.wav,gt::american::1919-142785-0034,original,reference,american,american,1919,1919-142785-0034,,,,,,
accent/spanish,Q050,50,10,10,4,phonos_spn2ame,PHONOS converted: Spanish-accented English to American,American,9,audio/Q050__phonos_spn2ame__src09.wav,Q050__phonos_spn2ame__src09.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/spn2ame/SLT/Spanish_G01779/G01779S2266.wav,phonos::spn2ame::SLT::G01779S2266,PHONOS,spn2ame,spanish,american,Spanish_G01779,G01779S2266,SLT,full,north_american,north_american,1,4.902151
accent/spanish,Q051,51,11,11,4,seedvc_spn2ame,SeedVC converted: Spanish-accented English to American,American,7,audio/Q051__seedvc_spn2ame__src07.wav,Q051__seedvc_spn2ame__src07.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/spn2ame/SLT/EN_pXdtaELXDkg_SPEAKER_17/EN_pXdtaELXDkg_W000007.wav,seedvc::spn2ame::SLT::EN_pXdtaELXDkg_SPEAKER_17::EN_pXdtaELXDkg_W000007,seedvc,spn2ame,spn,ame,EN_pXdtaELXDkg_SPEAKER_17,EN_pXdtaELXDkg_W000007,SLT,,,,,
accent/spanish,Q052,52,11,11,4,gt_spanish,Original Spanish-accented English samples,Spanish-accented English,9,audio/Q052__gt_spanish__src09.wav,Q052__gt_spanish__src09.wav,/data/waris/code/PHONOSv2/evaluation/final/spanish/EN_P67iZ0youFY_SPEAKER_13/wav/EN_P67iZ0youFY_W000211_0001.wav,gt::spanish::EN_P67iZ0youFY_W000211_0001,original,reference,spanish,spanish,EN_P67iZ0youFY_SPEAKER_13,EN_P67iZ0youFY_W000211_0001,,,,,,
accent/spanish,Q053,53,11,11,4,seedvc_spn2ame,SeedVC converted: Spanish-accented English to American,American,8,audio/Q053__seedvc_spn2ame__src08.wav,Q053__seedvc_spn2ame__src08.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/spn2ame/RMS/EN_k0o4tluWC3Q_SPEAKER_03/EN_k0o4tluWC3Q_W000131_0003.wav,seedvc::spn2ame::RMS::EN_k0o4tluWC3Q_SPEAKER_03::EN_k0o4tluWC3Q_W000131_0003,seedvc,spn2ame,spn,ame,EN_k0o4tluWC3Q_SPEAKER_03,EN_k0o4tluWC3Q_W000131_0003,RMS,,,,,
accent/spanish,Q054,54,11,11,4,seedvc_spn2ame,SeedVC converted: Spanish-accented English to American,American,9,audio/Q054__seedvc_spn2ame__src09.wav,Q054__seedvc_spn2ame__src09.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/spn2ame/SLT/EN_-wK9F2th9T0_SPEAKER_03/EN_-wK9F2th9T0_W000135_0001.wav,seedvc::spn2ame::SLT::EN_-wK9F2th9T0_SPEAKER_03::EN_-wK9F2th9T0_W000135_0001,seedvc,spn2ame,spn,ame,EN_-wK9F2th9T0_SPEAKER_03,EN_-wK9F2th9T0_W000135_0001,SLT,,,,,
accent/spanish,Q055,55,11,11,4,seedvc_spn2ame,SeedVC converted: Spanish-accented English to American,American,10,audio/Q055__seedvc_spn2ame__src10.wav,Q055__seedvc_spn2ame__src10.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/spn2ame/SLT/EN_KettsRGcE68_SPEAKER_00/EN_KettsRGcE68_W000017_0000.wav,seedvc::spn2ame::SLT::EN_KettsRGcE68_SPEAKER_00::EN_KettsRGcE68_W000017_0000,seedvc,spn2ame,spn,ame,EN_KettsRGcE68_SPEAKER_00,EN_KettsRGcE68_W000017_0000,SLT,,,,,
accent/spanish,Q056,56,12,12,4,phonos_spn2ame,PHONOS converted: Spanish-accented English to American,American,10,audio/Q056__phonos_spn2ame__src10.wav,Q056__phonos_spn2ame__src10.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full_r1/spn2ame/SLT/EN_pXdtaELXDkg_SPEAKER_17/EN_pXdtaELXDkg_W000006_0007.wav,phonos::spn2ame::SLT::EN_pXdtaELXDkg_W000006_0007,PHONOS,spn2ame,spanish,american,EN_pXdtaELXDkg_SPEAKER_17,EN_pXdtaELXDkg_W000006_0007,SLT,full_r1,north_american,north_american,1,4.8384504
accent/spanish,Q057,57,12,12,4,phonos_ame2spn,PHONOS converted: American to Spanish-accented English,Spanish-accented English,10,audio/Q057__phonos_ame2spn__src10.wav,Q057__phonos_ame2spn__src10.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/ame2spn/EBVS/1089/1089-134691-0006.wav,phonos::ame2spn::EBVS::1089-134691-0006,PHONOS,ame2spn,american,spanish,1089,1089-134691-0006,EBVS,full,spanish,spanish,1,4.247976
accent/spanish,Q058,58,12,12,4,gt_spanish,Original Spanish-accented English samples,Spanish-accented English,10,audio/Q058__gt_spanish__src10.wav,Q058__gt_spanish__src10.wav,/data/waris/code/PHONOSv2/evaluation/final/spanish/EN_jo35hfKTkvc_SPEAKER_00/wav/EN_jo35hfKTkvc_W000009.wav,gt::spanish::EN_jo35hfKTkvc_W000009,original,reference,spanish,spanish,EN_jo35hfKTkvc_SPEAKER_00,EN_jo35hfKTkvc_W000009,,,,,,
accent/spanish,Q059,59,12,12,4,seedvc_ame2spn,SeedVC converted: American to Spanish-accented English,Spanish-accented English,10,audio/Q059__seedvc_ame2spn__src10.wav,Q059__seedvc_ame2spn__src10.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2spn/ERMS/908/908-31957-0014.wav,seedvc::ame2spn::ERMS::908::908-31957-0014,seedvc,ame2spn,ame,spn,908,908-31957-0014,ERMS,,,,,
accent/spanish,Q060,60,12,12,4,gt_american,Original American samples,American,10,audio/Q060__gt_american__src10.wav,Q060__gt_american__src10.wav,/data/waris/code/PHONOSv2/evaluation/final/american/237/wav/237-134493-0007.wav,gt::american::237-134493-0007,original,reference,american,american,237,237-134493-0007,,,,,,
mos,Q001,1,1,,1,seedvc,SeedVC,,1,audio/seedvc_01.wav,seedvc_01.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ind2ame/CLB/S_021581/00305055_000040.v2.vad.wav,seedvc::ind2ame::CLB::S_021581::00305055_000040.v2.vad,seedvc,ind2ame,ind,ame,S_021581,00305055_000040.v2.vad,CLB,,,,,
mos,Q002,2,1,,1,TVTSyn,TVTSyn,,1,audio/TVTSyn_01.wav,TVTSyn_01.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/tvtsyn_reconstruction/full/spanish/EN_0ud8sXUN7XU_SPEAKER_21/EN_0ud8sXUN7XU_W000445.wav,tvtsyn::spanish::EN_0ud8sXUN7XU_SPEAKER_21::EN_0ud8sXUN7XU_W000445,TVTSyn,reconstruction,spanish,spanish,EN_0ud8sXUN7XU_SPEAKER_21,EN_0ud8sXUN7XU_W000445,,,,,,
mos,Q003,3,1,,1,seedvc,SeedVC,,2,audio/seedvc_02.wav,seedvc_02.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ind2ame/RMS/S_015231/00355964_000016.v2.vad.wav,seedvc::ind2ame::RMS::S_015231::00355964_000016.v2.vad,seedvc,ind2ame,ind,ame,S_015231,00355964_000016.v2.vad,RMS,,,,,
mos,Q004,4,1,,1,TVTSyn,TVTSyn,,2,audio/TVTSyn_02.wav,TVTSyn_02.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/tvtsyn_reconstruction/full/indian/S_006449/00386869_000313.v2.vad.wav,tvtsyn::indian::S_006449::00386869_000313.v2.vad,TVTSyn,reconstruction,indian,indian,S_006449,00386869_000313.v2.vad,,,,,,
mos,Q005,5,1,,1,original,Original speech,,1,audio/original_01.wav,original_01.wav,/data/waris/code/PHONOSv2/evaluation/final/indian/S_006248/wav/00340129_000141.v2.vad.wav,gt::indian::00340129_000141.v2.vad,original,reference,indian,indian,S_006248,00340129_000141.v2.vad,,,,,,
mos,Q006,6,2,,1,PHONOS,PHONOS,,1,audio/PHONOS_01.wav,PHONOS_01.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full_r1/ind2ame/SLT/S_003270/00399218_000000.v2.vad.wav,phonos::ind2ame::SLT::00399218_000000.v2.vad,PHONOS,ind2ame,indian,american,S_003270,00399218_000000.v2.vad,SLT,full_r1,north_american,north_american,1,4.917329
